"total_customers","mean_age","median_age","sd_age","mean_flight_distance","median_flight_distance","sd_flight_distance","mean_smooth_process_score","median_smooth_process_score","sd_smooth_process_score","mean_overall_experience_score","median_overall_experience_score","sd_overall_experience_score","satisfaction_rate"
129880,39.4279565753003,40,15.1193599503717,1981.40905451186,1925,1027.1156056134,3.30703983163946,3.33333333333333,0.717217171594197,3.31245476593779,3.375,0.734501712879413,0.547328303048968
